x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,duration,event,duration_true,event_true,censoring_true
-2.4430668,-4.322622,0.09782831,0.5049727,3.7534823,-0.37253648,-0.20391287,1.2546984,0.2728726,-0.6518179,0.01245133,-2.7502875,-6.801676,-0.11782813,-0.3540093,2.0774322,-1.1109872,-0.27532917,1.6060572,-0.42397115,-0.9740985,-0.84272504,12.616198,0.42957205,-0.15005656,-10.474845,0.012615154,2.7422152,-0.3243487,2.190248,-0.35087878,-0.8349929,-82.21922,-0.70243335,-1.0836793,-0.2228841,-0.4666074,-0.09436039,0.038729046,-0.6077455,0.338418,-2.4788337,1.1054329,-0.91533446,0.0019276778,511.34998,0,44.4,1.0,16.8
-0.036619395,0.54225963,-0.85951614,0.29017067,-0.5520751,1.0213476,-0.1708271,0.064092,2.4402235,1.3900772,-0.6411436,0.8214644,2.9401712,-0.37407488,0.5622905,-2.5159345,-0.099656366,-1.5454464,0.4645062,-0.016104477,-0.23420638,1.6676517,2.0465546,0.45313028,-0.48297784,-0.51637626,-0.96469986,0.4581678,0.8685065,-0.17861362,2.3903778,1.0428149,-1.9561394,1.8307704,1.1658192,-0.3656913,0.8420955,-0.27238816,1.1296451,2.7966561,-1.8571051,2.4242408,-4.207646,-1.1194733,0.47135347,1485.35,0,100.0,0.0,48.8
-2.6307738,-10.848905,-0.716663,-0.14429173,-0.4477272,-1.7516774,-0.10230412,-0.33811003,1.163313,1.0403165,0.3871809,-2.8710346,-4.5624504,-0.32451326,0.004696486,-1.7528757,0.10185093,0.48580655,1.6545979,-0.62380606,1.1066768,0.7454455,-18.645222,-1.0972856,1.4374598,15.382564,0.73544365,-2.3976483,-0.2954807,-2.1347573,-0.9026709,-0.48917672,-92.768394,0.25262305,-0.51866925,-0.7032073,-1.6633772,-0.32155335,1.2531716,4.512235,0.12517704,1.9777966,-2.0030353,-1.1474382,0.04301142,350.03125,1,11.5,1.0,100.0
-1.46236,-5.0561204,-0.40841833,-0.6631812,-1.5894927,5.749764,1.0668813,-0.7445903,-1.1702944,-1.7534446,2.9055498,-0.38001445,1.1040516,-0.53456587,0.359725,0.75328594,-1.1890596,0.7922421,0.6724329,-0.027533956,0.5601011,4.3979,7.8245864,0.15314335,0.5191443,4.8261514,0.4931365,2.3899457,-0.9847172,2.4543982,-2.8482685,-0.07455345,-2.9622362,1.377681,0.69743234,0.030313857,0.71210337,-0.16762272,0.2865874,0.46301913,-0.9835217,6.467112,5.1438875,-2.6088805,0.36293066,36.525,1,1.2,1.0,13.4
-0.941812,-4.8155403,-1.0407431,-0.5467558,-4.0788956,-2.0424004,0.00043631587,0.33634886,1.8689799,0.531503,0.6551924,0.4036054,4.0683336,0.5894566,-0.49513566,-1.705284,0.42820635,2.6947901,0.39716455,0.33194995,-0.60751903,-1.4081498,-2.8563328,-0.9425093,1.4857552,-12.348061,-0.017857943,-0.39450374,-3.1284173,3.099543,-1.5764668,-0.18916091,-72.32176,0.612404,-0.040266667,0.2116272,4.5445642,0.92696154,-1.4179914,-4.5693254,1.3319281,-4.3945007,2.1355538,0.6976385,-0.30767268,718.325,1,23.6,1.0,70.7
0.8902191,7.518152,-0.082811795,1.0060568,3.3870683,-1.7166182,-0.2605401,-0.22766045,-2.4059055,-1.2357392,0.8210916,-0.06743943,4.4251504,0.778692,-0.5441569,1.0717524,0.13438098,-1.3184506,-1.2008617,0.55884874,0.8646031,7.9470706,4.8947687,0.25140953,-1.6789854,7.0899324,0.450677,1.5612453,1.0501177,1.1006205,1.0333654,-0.3426909,-34.854126,-0.12639509,-0.16506103,0.970879,0.21903451,0.1273742,-0.7519616,-0.29332808,-1.9945672,6.5152907,2.883681,0.07760365,-0.12613006,3043.75,0,100.0,0.0,100.0
1.5416458,10.522173,0.175481,0.838058,2.5519001,2.5397525,0.22055626,1.6941401,2.1554492,0.13187376,0.030042628,1.1108235,0.6744426,-0.18113707,0.13856554,2.0163484,-0.32880124,3.9054341,1.0170797,-0.15148263,0.020470375,4.1381907,-6.7346964,-0.49431136,-0.16775613,6.054586,-0.052389417,2.158775,2.4680068,-3.1177285,1.4933093,0.31163755,-18.90544,0.6329608,0.055037037,-0.29997268,1.1502802,0.3563535,-0.52978975,-0.37911367,0.78714865,-7.7862434,-7.100894,-1.1840147,0.30955854,383.5125,0,80.0,1.0,12.6
0.64733005,8.648037,-0.48922464,0.024021575,-3.7051537,-3.4090118,-0.44314706,-0.39220116,-0.7511191,0.60195464,-0.9297731,1.1356249,-2.504247,-0.509386,0.17306839,1.0906105,0.6158763,-0.015732663,-0.8535886,0.2133971,0.8024511,-1.7191782,-17.75785,-0.7009929,0.852197,0.781483,-0.44494972,-2.0969014,-2.8475556,3.3505816,-2.2876327,-0.07692086,58.54254,0.24141556,0.8522055,0.21889529,3.045295,-0.039294723,1.0153531,1.8048432,-1.4033676,2.8131626,-5.086282,0.58329976,2.2815171e-05,2441.0874,1,80.2,1.0,100.0
-0.9388491,-9.106739,-0.27033967,-0.3865844,0.5736252,-1.0261832,-0.4889689,0.5305376,1.212566,0.6732024,2.6662183,-1.2727993,-0.12775514,-0.092512436,-0.07204183,-1.1410532,-0.93989605,-2.914602,-0.29480892,0.15516266,0.7356887,4.776372,0.9859902,-1.0368418,1.7836719,-14.46299,0.099181436,0.88147306,-2.158324,2.9303894,-1.9234616,-0.21273613,-41.518364,0.27421597,-0.681524,-0.5159983,2.6612072,0.1884042,-0.41240844,-4.97619,-2.3889925,4.8643284,0.35420907,2.2840188,-0.54722315,544.83124,1,17.9,1.0,66.2
-0.112356566,-7.0265903,-0.59443176,-0.37512073,-4.1496096,-5.450688,0.1176705,-1.4469514,0.069149315,0.38905108,0.30294508,1.3056595,0.37029716,0.3740846,-0.38163796,-0.17133355,-0.5209823,-3.7842605,-1.0067236,0.072466776,-0.8346413,-2.1565545,-4.453555,-0.17490113,0.061051566,-2.75944,-0.25838628,-1.9432064,1.5083761,-2.6573772,-2.4975946,-0.6833054,-7.9866943,-0.46714708,-0.08882751,0.5945499,1.469356,-0.15187891,0.48775157,1.1978766,-0.8349117,-4.746368,-3.816184,2.1440983,-0.57253987,575.26874,0,30.3,1.0,18.9
0.040816247,4.4776344,0.8120529,-0.76379025,-4.231577,4.736009,0.7796011,-1.5415628,-0.22093798,1.516103,0.64387876,-1.5197562,-5.392443,-0.41153023,0.26923788,-0.48553732,1.4624782,3.225416,-0.12940475,0.18484205,-0.33041412,-3.58963,-2.0670674,0.8360615,-1.5425574,2.7503383,0.9635859,-0.20453937,-0.10100482,-2.5644941,1.4253231,-0.21086963,-72.937546,-0.16234554,-0.6111378,-0.30539945,-2.2973862,0.23273386,-0.09801757,3.4722517,0.69037515,-1.3408881,-10.970716,1.3240855,0.32136533,846.1625,0,41.1,1.0,27.8
-1.3648684,3.1183019,0.32831138,-0.31731337,-3.8273509,-1.8486557,-0.40146762,-0.03046004,0.15784031,0.49213222,1.8670518,1.120831,5.4894233,0.48168695,-0.11109242,2.2133114,-0.19401124,-0.11922166,-0.8198532,0.3765818,0.34222496,-3.5809493,-10.661976,-0.17375797,0.14588217,9.381323,0.9645763,2.4076867,0.28342557,-0.52703965,0.8828114,0.6819825,101.9842,-0.16600077,0.78301716,0.23541923,2.5738826,-0.24076511,0.6858613,3.4699948,-1.5509046,8.459834,-0.84490263,3.251554,-0.038232256,301.33124,1,9.9,1.0,100.0
-1.4726919,0.621652,-0.19795793,-0.13626623,-2.7338743,2.3363457,1.1597526,-2.4250839,-1.252789,0.5246872,-1.8920636,2.5787911,2.871662,-0.5063071,0.56419975,2.2240448,-0.33779263,1.3623573,-0.9800567,0.5577001,0.33945155,-5.545379,-7.7897215,0.335538,-0.26454774,-3.665979,0.17867695,0.43262827,-1.9096152,2.1249232,-1.7489148,-0.12184617,-31.495958,1.6477691,1.086134,0.01750089,-5.2203836,-0.0963683,0.42309082,4.6846957,-1.9801936,1.0457904,0.041952904,-4.5175004,0.46152592,967.9125,0,95.8,1.0,31.8
1.1151587,1.6404934,-0.018911853,0.07992317,2.2252107,5.7438903,0.6161743,-1.3860824,-0.5243991,0.41661623,-2.3805141,0.69421136,-2.2176616,0.3363771,-0.4184381,-0.86391044,0.5186487,-2.560884,-1.6321626,0.69913274,-0.24788353,-5.56789,-6.934073,0.930996,-1.5351257,-2.3918173,-0.50104666,0.43467373,2.3634133,-3.2242086,0.8904836,0.31123307,18.192259,-0.4065013,0.16427988,0.70742095,-1.5859877,-0.5397772,0.80575645,1.662091,-0.28837147,-1.0188433,-10.393903,5.808323,-0.63864017,1199.2375,1,39.4,1.0,46.1
2.6510582,1.2431511,-0.7829158,0.31394798,2.5494444,-3.0216691,-0.6570225,1.7273549,1.5230386,0.05064471,-1.5531287,-1.0140182,-2.687739,0.036279343,-0.24867906,-2.2760391,0.8573848,1.0654315,0.28983688,0.016866155,0.30460715,-0.7791743,-13.336145,-1.0250225,1.7549721,-0.17337312,0.13515817,0.057159487,-0.32632434,2.8513918,1.8949127,0.33611336,-63.648262,1.048939,0.7103671,0.47041243,-1.7840829,-0.36972994,0.15907897,-1.5461893,1.0628914,-4.663067,-8.458626,3.2833679,-0.3801735,197.84375,0,13.6,1.0,6.5
-2.9194272,0.5031534,2.7833521,-0.62928885,-0.37302852,-3.964738,-0.24066952,-1.2907206,-3.2598574,-1.5683587,-0.8147985,-1.5986563,-6.8403916,-0.8879621,0.4096315,-1.5180417,1.3131014,3.5484705,-0.4031633,0.51666677,-0.73976326,-3.6601384,-10.924678,-0.13056733,-0.26383427,-1.1035428,-0.8158342,-2.3292818,-0.9805799,0.74365526,1.5062004,0.4136374,-0.007514871,1.4498535,0.85628575,-0.0074977903,-1.8854133,-0.75481355,0.414995,-1.6832187,-1.3507571,-2.0738509,-3.353719,0.88641346,-0.24066252,255.67499,1,8.4,1.0,100.0
-0.80718005,-6.378332,-0.5432757,-0.27411988,-3.019391,-1.2615784,-0.24824816,0.6838789,0.90994316,-0.7027584,1.6297808,-1.143131,-0.8450242,-0.14774069,0.43551904,0.104220375,-1.1556021,-3.5400453,-0.57385015,-0.17983213,1.0915626,2.6914973,4.5770116,0.8537584,-1.6486186,7.671067,0.8835244,2.7573948,1.6238108,-2.5698817,0.46887487,0.28384686,67.59543,-0.5126942,0.355339,-1.0240362,-5.454326,-0.73984843,1.1142704,3.139341,0.01737314,-1.6777959,0.06681251,1.1183673,-0.5226697,578.3125,1,19.0,1.0,53.8
-0.15652664,-0.7478154,-0.6590326,-0.11102037,1.6545238,0.2790213,-0.023662778,-0.60725397,1.0815334,0.45721462,-1.592915,-1.2798764,-1.624755,0.17621751,-0.09537366,0.69917965,-0.59020334,0.78553116,1.4786329,-0.591641,0.1282454,2.8543453,-13.231893,-1.2572646,1.7964113,-2.4016988,0.8145148,0.3380471,-2.3666346,2.0012493,0.626549,0.14685567,57.831722,-1.0497812,-0.87364596,1.3660394,4.6686344,-0.065489784,-0.31762567,-3.8991828,-2.249114,9.156306,2.2611628,-1.2324992,0.5271444,2590.2312,0,100.0,0.0,85.1
-0.26277,3.876516,-0.12852709,0.8642671,3.1120107,0.36581478,-0.18737382,-0.16392173,-1.193843,-1.6058217,-1.4971488,0.44005057,5.1097145,0.4584828,0.071111985,-0.37292612,1.3597107,0.45740032,0.7431629,-0.6639698,0.058976687,-4.9806786,7.5533953,0.13929957,1.1703075,-3.77547,-0.3739051,3.0982685,0.2031434,1.7221873,-0.8810189,-0.5323551,-21.627018,0.06725461,0.1649692,-0.30256978,-1.2205244,0.054642342,-0.14238004,1.3807138,-0.8537781,-3.939976,-3.6602519,2.9046164,-0.56129336,3043.75,0,100.0,0.0,100.0
0.6008051,0.5502335,0.8141975,-0.53168267,-2.612824,-5.6085925,-0.050765317,-1.6661739,-1.2585512,0.55525666,-0.24620458,1.0279939,4.154995,0.2906039,0.11480716,-0.47091448,0.5254285,-0.289165,-1.4024506,0.34604383,0.017172558,-1.2852136,-4.2252584,0.2779939,-1.2222081,8.1225,-0.11811711,-0.53967535,1.4883405,-3.389659,-1.9616882,-0.6188159,-65.83052,0.56695294,0.71991616,0.37452585,2.5009873,-0.03801357,0.8454629,3.3828273,-0.19683038,0.3222779,6.406376,0.12767152,0.016948625,438.3,1,14.4,1.0,100.0
-1.1181641,1.8421109,1.9492795,-0.5959694,-0.56683,-5.728653,-1.0749285,0.42929164,-0.97862023,-0.09967614,-0.5704918,-0.041738875,-4.0407114,-0.5134135,0.067651376,-0.20249599,-0.9696111,0.6770358,0.9613987,-0.060803708,0.4712382,0.053343873,0.034688152,-0.20193408,1.3835853,-2.2151914,0.36716095,-1.9696163,-2.9469402,3.2712998,-0.18812503,0.30562007,22.91074,0.20473252,-0.43212184,0.41997096,6.4334073,0.7395315,-0.96416014,-3.5826,0.2848638,2.3486967,-1.0977856,0.71270776,-0.09679641,365.25,1,12.0,1.0,100.0
0.7279858,5.7136307,1.6429169,-0.048305843,1.8563162,3.3601406,0.39799923,-1.7309679,-3.112922,-1.3281838,-3.5716643,1.1482879,-1.5209422,-0.4552009,0.38908532,-0.92067003,0.30055583,0.7897218,1.0158644,-0.41318786,-0.66404533,-6.0667186,-17.273092,-0.33674923,-0.57964915,0.9629035,0.76741505,1.9549788,-0.27895883,0.270468,-1.204895,-0.37746412,-56.190125,0.5886855,0.62978536,-0.1867789,3.8979638,0.22473298,-0.6920455,-3.3689423,-1.8959198,0.7226772,-12.620419,1.2726903,0.38155916,1698.4125,0,100.0,0.0,55.8
-2.1994338,1.4714522,2.2835798,-0.8380997,-2.1494467,2.8432336,0.123811185,0.862736,1.8484056,0.7175495,-0.3185698,-0.6746456,-1.7039162,0.3857104,-0.4365604,-0.038581986,-1.3276845,0.2501036,1.1181194,-0.07944816,-0.34156492,1.0181195,-1.3278003,0.19847344,-1.036513,-8.972794,-0.5250998,0.5573794,1.2491548,-1.7348996,0.82103103,-0.3914486,-60.940514,0.23450197,0.026357446,-0.47657982,-7.786995,-0.6799135,0.2932299,-1.1907321,-0.11969038,-7.765497,-9.975816,3.905682,-0.35966957,2581.1,0,100.0,0.0,84.8
2.6493247,11.839012,2.4072015,-0.44587895,0.3206587,-3.1403883,-0.0381295,-1.0638915,-0.16740619,0.45667586,-1.8406769,0.6118003,-1.6935766,-0.54623437,0.2276878,1.4735991,-0.12535235,1.6767839,0.8604891,-0.66815424,-0.930284,-3.511429,0.9579467,0.17961979,-0.21116167,-2.8405623,-1.4843477,-0.9869563,-0.12706512,1.7594,-1.26985,-0.4488364,-59.980316,1.2117747,1.0751429,-0.16835673,3.3113503,0.7942835,0.27554038,4.8563075,0.5580876,1.2614454,8.932787,-2.626062,0.34504494,170.45,0,9.1,1.0,5.6
-0.36114043,-1.1400647,-0.79804176,0.19586788,2.7978184,0.9129708,1.0088397,-1.4530532,0.934897,1.5588409,0.13059428,2.7112079,-1.1610466,-0.19444872,-0.23084114,-0.70416754,-0.62203205,-4.0201564,-0.92034274,0.3914613,-0.03778998,1.8671556,9.500606,0.42110512,0.22717726,1.3937908,-0.50295615,0.012261477,0.20940137,1.5672172,-0.6223346,0.24247457,-48.149296,0.49547097,0.005597124,0.53829384,-2.3113832,-0.39889503,0.09864637,-2.4554381,0.31573102,5.225732,9.022809,-2.9175866,0.18648243,1117.0563,0,100.0,0.0,36.7
1.2555671,0.14610985,0.75051475,-0.62709594,-2.4369292,7.5435405,0.08848648,1.399806,-0.99836594,-1.5282412,-0.8013715,0.955071,0.698292,0.847893,-0.5268863,1.3955269,-0.99280584,-3.0553265,-0.41400346,-0.15466064,-0.2952647,3.501966,23.452997,1.1796869,-1.2735705,5.297767,0.86286765,1.4368647,0.32531652,-1.1321748,2.5418842,0.08503481,11.813642,-1.56603,-1.1199499,1.2257339,5.4614487,0.70115733,-0.18254055,3.3044505,-0.514655,0.10365498,2.109899,1.8413159,-0.4636673,15.21875,1,0.5,1.0,100.0
-0.9583888,-1.0578264,0.39092267,-0.22254346,0.80322295,2.404292,0.06553527,-0.93288475,-1.7327862,-0.3038646,-0.91224355,0.5022437,-1.8810805,-0.43106163,0.3924368,2.6290665,0.427668,3.0391896,-0.80048245,0.50954306,0.5467861,-0.9329938,-18.596405,-0.6191807,0.14561477,9.60959,0.77413523,0.9304458,-0.6733,1.1417601,2.4333975,0.01188276,-77.00459,0.8682455,0.41070774,-0.14106572,-0.37487358,-0.12347133,0.7057343,0.6026827,-0.96985984,5.6314063,-2.7829957,1.0904162,0.26981702,2587.1875,1,85.0,1.0,100.0
-0.025134794,-0.49245682,1.1579473,0.59230703,4.0951743,-0.7045573,0.3824417,1.2489548,1.7890723,-0.19903675,1.0945313,0.50020987,-0.31278038,-0.1570955,-0.39701295,1.5254791,0.29822284,-0.11106748,-1.5518537,0.70709133,-0.8289085,-4.7926774,1.4115078,0.7714628,-1.5373191,-7.493486,-0.8295156,-1.4851166,1.2200371,-3.288132,0.77976495,0.49121878,88.18265,0.09863714,0.87658685,1.0053972,-1.7283134,-0.2851752,0.45302433,3.4896169,-1.7583039,-0.9297291,0.8659308,-1.7984313,-0.06509803,3043.75,0,100.0,0.0,100.0
-2.2316399,-12.549301,-0.69422543,0.2660918,3.7462568,3.1829302,-0.1849174,0.06089376,1.989396,1.7377526,-3.042235,1.0221956,-1.2206229,-0.104958534,0.119874306,1.7714711,-0.7289272,0.9860173,1.8036302,-0.4592077,-0.17476274,-0.755311,-23.943731,-0.3120367,-0.68627876,4.2987523,-0.035978418,-1.436954,-1.9635844,1.1231078,0.6531991,-0.667836,-64.99398,-0.40407863,-0.59490186,-0.22695804,2.6657414,0.18052277,-0.40067816,-3.8073318,-0.5624983,-3.0973687,-14.540192,5.5221343,-0.5583419,1841.4688,1,60.5,1.0,76.0
0.8658548,1.0194471,0.008854014,-0.192284,-1.8934494,2.1726975,0.41585407,-1.5688125,-0.69244534,0.2463521,-2.4471471,-0.21454296,0.8436459,0.1660371,0.083424896,-1.7149185,0.68960667,1.7569479,0.77962255,-0.115271576,1.309973,4.248834,6.3047233,-0.360298,1.7663115,7.3817925,1.25631,0.0077161877,0.36996284,-3.1285207,-1.2217578,-0.2737433,-39.936615,-0.6098734,-1.1129186,-0.12975055,-1.3003343,-0.48712134,1.1776707,2.9236467,0.8794171,1.2160139,-1.253263,6.0795403,-0.6648897,42.6125,0,19.9,1.0,1.4
-2.63343,-4.679434,-0.6564829,-0.08203895,-3.628639,-3.8000052,-0.1547657,0.024584655,1.5721737,1.8283006,-0.6603117,3.1162314,1.3873124,-0.2561017,-0.056439217,-1.0759069,-0.021230469,-1.4766881,1.5947031,-0.647392,0.42270178,-1.8692644,-3.990053,0.18248238,-0.46922207,1.0389392,0.25197837,0.7808437,1.2099043,0.26038548,-2.0405734,-0.51953673,-46.711224,-0.5291481,-0.7617338,-0.8536757,-8.061887,-0.83486915,1.269941,4.0057163,1.0857238,-0.29225352,6.8117576,0.99514824,-0.32298285,27.39375,1,0.9,1.0,51.3
2.2411864,4.8286,-0.18477063,0.8880019,3.7008321,-1.7967343,-0.22531034,1.066604,1.1600049,-0.2064686,2.7526693,-0.0702186,1.6520598,0.022250684,0.011247054,-0.22246492,0.17396942,2.3530297,0.3177688,0.27093166,0.85656124,5.1944056,2.3947074,-0.10546357,-0.8466304,11.966559,0.50935066,-3.3440957,-0.4829558,-2.1151774,-1.2596631,-0.7532492,-110.868126,0.37372234,-0.72433776,1.2207522,2.1330204,0.1741601,-0.49472988,0.39791822,0.26788324,-0.8258398,3.5210166,0.12170416,-0.035439715,423.08124,1,13.9,1.0,54.0
-3.3136463,-7.9951396,-0.29508594,0.47255105,3.1381938,0.8890655,-0.12139457,0.03229616,-0.6266872,-0.7294771,-0.768242,-0.1963968,0.29161018,-0.49960196,0.50528723,-2.145749,0.9526294,-0.8914083,-1.2183206,0.17891623,0.3975886,-4.1833787,6.513168,1.0735886,-1.0146418,3.5160854,-1.0195365,-5.0400925,-3.0701556,3.1796088,-0.514804,-0.47393516,-45.59624,-0.18465684,-0.8816713,-0.17300484,1.4528054,0.045377385,0.3543698,-1.8449149,-0.4927956,4.860284,0.6759203,0.9760244,0.31508863,1759.2875,1,57.8,1.0,100.0
-1.3778667,0.5921285,-1.2651092,0.4188795,-1.3014824,-0.31228474,-0.9684433,1.0328103,1.5751742,0.989996,-0.94134706,-0.4124609,-0.55542076,0.42675748,-0.3080302,0.45511258,0.3104603,2.3469694,0.7724115,-0.02320454,-0.76591605,-6.3555264,-2.7019377,1.0602291,-1.3381093,-6.1644807,0.056874827,-0.29374465,-1.5239339,1.4474368,0.42877036,-0.06412311,-13.466614,-0.060513403,-0.00023481644,0.07444862,6.058419,0.027836006,-0.13781314,-4.9544353,-1.2036271,0.7318328,6.013877,0.751136,-0.6075913,1031.8313,0,100.0,0.0,33.9
